,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98
78,2759771,2759497,2759115,2759552,2759656,2759225,2759343,2759096,2760127,2759209,2759858,2759764,2759909,2759102,2759380,2759847,2759109,2760100,2759562,2759152,2759249,2759451,2759816,2759169,2759957,2759636,2759595,2759435,2759035,2759908,2760089,2759004,2759808,2760014,2759526,2760068,2759736,2759618,2759485,2759582,2760135,2759937,2759998,2759852,2759891,2759969,2759082,2759480,2759282,2759641,2759291,2759451,2759233,2759133,2759178,2758949,2759646,2759827,2759702,2759162,2759031,2759955,2758946,2759730,2759533,2759177,2759160,2759592,2760068,2760060,2759969,2759998,2759077,2759467,2759681,2759489,2758964,2759885,2759518,2758972,2759931,2759103,2759299,2759736,2758961,2759561,2759116,2759864,2759648,2760079,2759348,2759279,2759952,2758954,2758974,2758979,2759515,2759782,2759391
79,2759577,2759631,2759438,2760078,2760054,2759095,2759047,2759651,2759925,2759314,2759763,2759999,2759342,2759886,2759843,2759954,2759961,2759947,2759966,2759097,2759390,2759036,2760142,2759196,2759201,2759191,2759153,2759919,2759539,2759274,2759838,2759881,2759567,2760026,2759140,2759856,2759525,2759044,2759011,2759072,2758972,2759947,2759342,2758947,2759686,2759898,2759044,2759381,2758915,2759340,2759102,2760073,2759688,2758952,2759585,2759086,2759230,2759752,2759107,2758942,2759607,2759883,2759590,2758971,2759992,2759980,2759252,2759491,2759622,2759721,2759158,2759047,2759476,2759395,2760092,2759707,2759763,2759882,2759622,2759715,2758928,2759862,2759756,2760047,2759271,2759035,2759127,2759108,2759200,2758924,2759169,2759694,2759757,2759112,2759494,2759212,2759693,2759130,2760066
80,2759828,2759490,2759805,2759373,2759683,2759252,2759266,2758928,2759952,2758973,2759270,2759957,2759787,2759561,2759807,2759942,2759291,2759450,2759539,2758923,2759387,2760072,2759211,2759500,2759497,2759772,2759648,2760019,2760060,2759319,2760033,2759930,2760062,2759581,2759161,2759971,2760109,2759764,2759369,2759365,2760009,2758914,2759695,2759060,2759799,2759378,2759321,2759033,2759939,2759715,2759556,2759125,2759524,2758926,2759654,2759270,2759051,2760092,2759368,2759283,2759443,2759754,2759785,2759859,2759595,2759126,2759388,2759820,2759202,2759529,2759020,2759656,2759817,2759036,2759906,2759459,2760027,2759291,2759478,2759795,2759582,2760066,2758999,2759925,2759133,2759959,2759810,2759777,2759824,2759380,2759757,2759763,2758983,2759342,2759208,2759394,2759931,2759550,2759586
81,2759942,2759093,2759206,2759279,2759185,2760112,2759516,2759985,2760008,2758980,2759691,2760071,2759254,2759808,2759665,2759075,2758964,2759762,2759774,2759160,2760120,2759149,2759988,2758939,2759837,2759183,2759195,2760062,2760086,2759524,2759141,2759961,2759891,2760044,2759383,2760092,2759197,2759797,2759980,2759133,2759145,2759317,2760079,2759864,2759015,2759050,2759650,2759986,2759849,2759907,2759391,2760106,2759595,2759893,2759273,2760051,2759942,2758955,2759599,2759748,2760075,2759380,2759007,2759433,2759808,2759227,2759678,2759394,2759988,2759004,2759829,2759612,2759133,2760124,2759464,2760092,2759985,2759797,2759853,2760009,2758999,2758969,2760071,2760128,2760118,2759394,2759647,2759919,2760003,2759656,2760078,2759127,2759203,2759158,2759770,2759157,2759993,2758965,2759674
82,2759563,2759065,2759068,2759631,2759117,2759102,2759521,2758973,2760079,2759956,2759793,2759785,2759927,2759171,2759465,2759058,2759127,2759875,2759741,2760052,2759808,2759818,2759759,2759984,2759141,2759252,2759782,2759594,2759986,2758932,2758920,2759866,2759148,2759202,2759818,2759539,2759723,2759269,2759044,2758923,2759881,2759260,2758985,2759890,2760077,2759952,2759091,2759907,2759968,2759477,2759571,2760125,2759566,2759193,2759222,2759547,2759436,2759065,2759883,2759681,2760045,2759795,2759235,2759051,2758949,2759851,2759948,2759866,2759366,2759937,2759871,2758999,2759980,2759384,2758958,2759942,2759750,2759715,2760086,2759952,2759501,2759623,2759757,2760086,2759272,2759555,2759195,2760128,2759886,2759207,2759741,2760002,2759711,2759874,2759386,2758945,2758941,2759152,2759833
83,2759177,2759388,2760002,2759098,2759848,2759663,2759070,2760136,2759548,2759135,2759017,2759456,2759141,2759595,2759616,2760055,2759682,2759387,2759948,2759916,2759136,2759974,2759035,2759993,2759242,2759376,2759130,2759884,2759658,2759102,2759119,2760068,2759922,2758927,2760099,2759051,2759102,2759721,2760049,2759058,2759847,2759750,2758974,2759716,2759291,2760044,2759225,2759572,2760084,2759980,2759798,2759915,2759788,2759449,2759231,2759212,2759133,2759347,2758931,2759082,2759115,2759548,2759500,2759350,2759211,2760085,2759269,2759248,2760013,2759807,2759162,2759662,2759846,2759690,2759038,2759033,2758972,2758982,2760028,2759225,2759302,2759145,2759916,2759635,2759194,2759226,2759401,2759362,2760044,2758945,2759036,2759457,2759004,2759888,2759859,2759502,2759474,2759144,2759800
84,2759125,2760026,2759178,2759974,2759433,2759205,2759941,2759623,2759761,2759343,2759118,2759284,2759239,2759201,2759029,2760087,2759228,2759772,2759853,2759891,2760032,2759527,2759568,2759124,2760008,2759571,2759721,2759048,2759399,2759329,2760114,2760055,2759195,2759265,2758957,2759463,2760093,2759465,2759328,2759624,2758951,2759794,2760029,2759710,2759163,2759072,2759937,2759365,2759044,2759738,2759899,2758959,2759106,2759320,2759449,2759918,2759309,2759915,2759158,2760127,2759776,2760121,2759762,2759213,2759091,2760112,2759570,2759064,2759931,2760026,2759375,2759240,2758929,2759735,2759698,2759526,2759251,2759807,2759141,2760026,2759905,2759285,2758963,2759386,2759703,2760072,2758924,2759140,2759636,2759501,2760004,2760142,2760014,2759049,2760070,2759836,2758939,2759035,2759995
85,2759764,2760002,2759436,2759658,2759398,2759794,2759910,2758978,2759908,2759673,2758952,2760050,2759062,2758957,2759389,2759281,2759218,2759235,2759601,2759716,2760028,2759570,2759952,2759939,2758930,2759097,2759716,2759006,2759997,2759742,2759792,2759645,2759954,2759671,2759046,2759669,2759239,2759469,2759959,2759953,2760080,2759802,2759631,2760133,2759610,2759629,2759058,2759969,2759915,2759796,2760018,2759541,2759160,2760085,2759462,2759245,2759378,2759690,2759602,2759698,2759165,2759134,2760039,2760032,2759957,2759657,2759747,2759684,2759971,2759208,2759286,2759162,2759197,2760029,2759541,2759576,2759122,2760101,2758978,2759922,2759479,2758952,2759465,2759172,2758955,2759134,2759435,2758949,2759069,2758980,2759696,2759527,2760033,2760042,2759741,2759110,2759216,2759696,2759126
86,2758986,2759702,2759460,2759609,2759581,2760042,2759985,2759166,2760065,2759024,2759643,2759859,2760014,2759747,2759993,2759232,2759775,2759800,2759018,2760094,2760003,2759789,2759282,2759721,2760112,2759870,2759608,2759694,2759303,2759267,2759291,2759141,2759452,2759096,2759622,2759874,2759695,2759985,2760002,2759706,2759723,2759305,2759533,2759528,2759128,2758976,2759348,2759160,2759919,2759293,2759524,2759767,2759227,2760121,2759664,2760012,2759808,2759903,2759166,2759177,2759971,2759491,2759232,2759055,2760053,2759641,2760076,2759469,2759774,2760008,2759194,2759013,2759547,2760033,2759245,2759514,2759817,2759976,2759904,2759226,2760018,2758982,2759541,2759570,2759615,2759196,2759367,2759480,2758978,2759064,2759779,2759948,2759870,2759036,2759017,2759305,2758917,2759931,2760072
87,2759742,2759682,2759301,2760016,2759193,2759088,2759618,2759652,2759577,2758926,2758972,2760093,2759752,2759644,2759615,2759216,2760088,2760042,2760096,2759321,2759823,2759354,2759319,2759127,2759280,2759371,2759510,2759342,2759762,2759221,2759338,2759455,2759768,2759916,2759693,2758932,2759466,2759209,2759098,2758979,2760111,2759211,2759870,2760119,2759529,2760100,2760016,2759581,2759354,2759707,2759397,2759879,2759592,2759060,2760120,2760039,2760032,2759469,2759148,2760029,2759993,2759440,2759807,2759295,2759936,2758973,2759337,2759756,2759635,2758935,2759951,2760136,2759474,2759182,2760058,2759745,2759171,2759751,2759888,2759665,2759642,2759533,2759349,2759087,2759443,2759984,2759974,2760060,2759918,2759300,2759396,2758914,2759833,2759012,2759571,2759124,2759304,2759608,2758978
88,2759864,2759777,2759804,2759052,2759477,2759970,2759458,2759372,2760037,2759882,2760051,2759034,2759006,2759899,2759339,2759088,2759922,2759497,2759321,2759757,2759016,2759660,2759443,2758928,2759469,2759130,2759168,2759562,2759858,2759607,2759051,2759683,2759722,2759652,2758920,2759584,2759846,2759976,2759805,2760094,2759075,2759785,2759301,2759966,2759382,2759054,2759967,2759398,2759658,2759915,2760109,2759802,2759564,2758939,2759651,2759925,2759227,2759643,2759266,2759649,2759033,2759176,2759965,2759375,2759983,2759554,2759580,2759971,2759246,2760037,2759382,2760027,2759952,2760091,2759390,2759710,2759714,2759507,2760075,2759435,2759141,2759012,2759502,2758981,2759161,2759038,2759105,2759391,2759443,2759908,2760113,2758968,2760124,2760090,2760066,2759323,2759762,2759053,2759232
89,2759789,2759637,2759296,2759875,2759039,2759862,2759065,2760013,2759171,2759674,2759515,2759678,2759370,2759221,2759149,2760096,2759888,2759688,2759109,2759894,2759221,2760079,2759336,2759956,2758924,2759872,2759500,2759509,2759706,2759701,2759581,2759915,2759561,2759462,2760018,2759671,2759857,2760136,2758965,2759452,2759775,2759988,2759662,2759725,2759577,2759222,2759317,2759359,2759140,2759775,2759756,2759581,2759156,2759606,2759009,2759188,2759835,2759100,2760125,2759816,2759383,2760058,2759576,2758951,2759435,2758922,2759242,2759477,2759847,2759389,2759768,2760050,2759215,2759967,2759036,2759217,2760038,2759957,2759320,2759754,2759385,2759610,2759288,2759776,2759296,2759587,2759861,2759101,2759505,2759589,2759654,2759010,2759033,2759756,2759509,2760064,2759853,2760127,2759997
90,2759505,2759395,2759650,2759252,2759796,2758981,2759993,2759346,2759243,2759266,2759915,2759581,2759679,2759998,2759788,2759179,2759995,2759822,2759167,2759578,2759009,2759060,2759921,2759682,2758926,2759923,2759774,2759561,2759711,2759642,2759091,2759102,2759251,2760141,2759926,2759663,2759436,2759249,2759803,2759348,2759545,2759747,2759095,2759035,2759122,2760125,2760002,2759076,2759941,2759552,2759909,2759764,2759210,2759648,2759988,2759081,2759268,2759779,2759490,2759735,2759242,2759096,2758935,2759399,2758960,2759585,2759044,2759888,2759554,2760022,2759230,2759563,2759525,2760133,2759297,2759172,2758958,2759062,2759167,2759804,2759024,2759651,2760141,2759494,2759572,2758926,2760131,2759233,2759376,2759595,2759358,2759698,2759859,2759166,2759178,2759851,2759342,2759113,2759367
91,2759805,2759218,2759299,2759349,2759055,2759691,2759275,2759169,2759152,2759073,2759649,2760131,2759284,2759723,2759067,2760004,2759500,2759152,2759686,2759024,2759382,2759076,2759852,2760060,2759399,2759180,2759305,2760026,2759868,2759381,2759044,2759480,2759762,2759114,2759823,2760006,2758914,2759607,2759182,2759674,2759397,2759033,2759122,2759577,2758939,2759644,2759205,2760091,2759248,2759038,2759191,2758977,2759690,2760112,2759155,2760131,2759866,2759916,2758971,2759448,2759399,2760075,2759320,2758976,2759058,2759328,2759885,2759246,2759818,2760005,2759200,2759399,2760028,2759607,2759699,2759360,2759782,2759931,2760027,2759351,2759774,2759939,2759387,2759137,2759321,2759108,2759741,2759822,2759034,2759899,2759317,2759395,2759517,2759464,2759035,2759665,2759559,2759827,2759761
92,2759879,2759069,2759734,2759250,2759572,2759808,2759317,2759874,2759888,2759722,2759757,2759895,2759257,2759146,2759769,2759834,2758963,2759718,2759213,2759855,2758924,2759705,2759350,2759330,2760066,2760041,2759690,2760037,2759976,2759000,2759169,2759886,2759024,2759550,2759194,2758968,2759086,2759330,2759239,2759853,2759622,2758943,2758947,2759673,2759268,2759708,2759176,2760038,2759266,2759353,2760114,2759527,2759601,2759038,2759818,2759694,2759622,2759128,2759242,2759847,2760072,2759748,2760045,2758999,2759734,2759073,2759590,2758963,2759816,2759861,2760046,2759097,2758969,2759909,2759527,2758921,2759387,2759107,2759625,2759028,2759536,2759067,2759682,2758962,2759578,2759654,2759936,2759639,2759515,2758929,2759273,2759883,2759526,2759267,2759510,2760084,2759475,2759913,2758940
93,2759820,2759701,2759794,2759505,2759747,2759317,2759222,2760009,2759963,2759683,2759774,2759307,2759373,2759347,2759254,2759199,2760135,2759257,2759496,2759210,2759500,2759598,2759378,2759329,2759759,2759884,2759158,2759708,2759610,2760009,2759332,2759383,2759277,2759282,2759199,2759135,2759010,2760070,2759302,2759067,2759095,2759820,2759517,2759076,2759985,2760141,2759623,2759112,2759205,2758986,2759128,2759484,2759727,2759684,2759798,2759545,2759787,2759235,2759992,2759135,2759561,2760016,2759443,2759366,2759785,2759279,2760089,2759144,2759598,2759455,2759732,2759383,2759600,2759461,2759859,2759118,2759102,2759189,2758979,2759319,2759771,2759274,2759848,2760037,2759767,2760054,2759727,2759269,2759643,2760050,2760013,2759669,2759629,2759643,2759953,2759316,2759775,2759796,2760050
94,2759211,2759744,2759690,2759386,2759883,2759525,2759623,2759161,2759488,2759822,2759780,2759807,2759805,2759598,2759951,2759813,2759316,2759268,2759516,2759620,2759106,2759965,2759200,2759091,2759921,2759469,2759710,2759515,2759398,2759273,2759984,2760045,2759022,2759853,2758943,2760137,2759240,2759948,2759086,2759557,2759862,2760059,2759123,2759660,2759947,2759485,2759135,2760080,2759082,2759587,2760038,2760123,2760001,2759802,2759581,2759833,2759240,2760047,2760033,2759371,2759977,2759332,2760060,2760135,2759336,2759383,2759545,2760080,2759285,2759206,2759531,2759838,2759647,2759971,2760124,2759673,2759292,2759210,2759781,2759799,2760091,2759322,2759871,2758958,2759925,2759970,2759436,2760121,2759087,2759182,2759124,2759768,2759459,2759366,2760022,2759288,2760058,2759065,2759501
95,2759545,2759105,2759461,2759669,2759479,2759398,2759833,2759000,2759769,2759236,2759727,2760079,2759750,2759242,2759600,2760120,2758972,2759006,2760021,2759450,2759012,2759097,2758924,2759977,2759914,2759687,2759587,2759952,2760141,2759168,2759375,2759990,2759455,2758937,2759767,2759585,2759070,2759708,2759196,2759144,2759458,2759358,2759619,2759051,2759088,2759321,2759594,2759567,2759358,2759282,2760069,2759717,2759548,2760003,2758985,2759275,2759524,2759206,2759703,2759261,2759455,2759163,2759533,2759882,2759838,2759265,2759506,2759311,2759590,2759762,2759060,2759810,2759730,2759790,2759919,2759971,2760003,2759321,2760068,2759847,2759797,2759545,2760056,2760072,2760122,2759738,2758982,2759664,2760072,2759284,2759683,2759965,2759724,2758986,2759345,2759051,2759478,2759906,2759307
96,2759323,2759017,2759927,2759265,2759337,2759158,2759895,2759907,2759058,2759652,2759462,2759168,2759609,2759459,2758917,2758946,2759907,2759937,2759883,2759927,2759847,2759695,2759923,2758965,2758946,2760128,2759562,2759754,2759620,2759601,2759901,2760096,2759454,2760062,2759160,2759238,2759483,2759211,2759246,2759371,2758976,2759126,2759055,2759068,2760131,2759389,2759265,2759816,2759240,2759594,2758947,2759322,2759356,2759145,2759574,2759510,2759507,2759304,2759169,2760080,2759939,2760033,2759207,2759779,2760058,2759946,2759554,2758965,2759200,2759890,2759454,2759776,2759097,2759884,2759196,2759479,2759217,2760056,2759592,2759108,2759722,2758917,2759568,2759391,2759738,2759249,2759476,2759177,2759822,2760112,2759952,2759723,2759745,2759865,2759979,2758931,2759362,2759580,2759193
97,2759399,2759372,2759211,2759748,2759622,2759437,2760078,2759853,2759506,2759770,2759857,2759919,2759780,2759390,2759968,2759931,2759067,2759531,2760022,2759514,2759186,2759654,2759480,2759998,2759798,2759559,2759735,2759574,2759502,2759251,2759518,2760051,2759202,2759619,2759141,2759808,2759265,2759958,2759222,2759155,2759197,2760006,2759362,2759527,2759322,2759707,2759926,2758944,2759837,2759218,2759574,2759584,2759259,2759493,2759820,2759319,2759074,2759775,2759907,2759119,2759879,2759953,2759307,2759087,2759248,2759046,2759154,2759949,2759610,2759330,2759484,2759530,2760114,2759595,2758927,2758981,2759109,2759022,2758954,2759463,2759714,2759047,2759990,2759018,2759467,2760085,2759200,2759342,2759864,2759445,2759987,2759305,2759209,2759197,2759939,2760008,2759484,2759207,2759547
98,2759186,2759610,2759935,2760127,2759816,2759550,2759372,2759016,2759799,2759648,2759013,2759098,2759485,2760002,2759927,2758973,2759443,2759044,2760049,2758965,2758986,2759218,2759191,2759882,2759097,2759649,2759501,2759735,2759221,2759556,2759922,2759295,2759061,2759100,2759448,2759157,2759759,2760018,2759612,2759566,2759320,2759641,2759497,2760089,2760039,2759642,2759620,2759476,2759446,2759693,2759188,2759467,2759249,2759035,2759795,2759870,2759254,2760090,2759693,2760125,2759011,2759050,2759858,2759966,2759357,2759781,2759479,2759992,2759918,2758927,2760027,2759183,2759218,2760004,2759587,2758920,2759074,2760055,2759514,2760084,2759715,2759304,2759101,2759081,2759539,2760043,2758932,2759744,2759180,2759963,2759103,2759441,2759322,2758923,2758955,2759160,2758926,2759373,2759505
99,2759282,2760013,2759305,2760135,2759695,2759756,2759171,2758960,2760136,2759961,2759441,2759521,2759606,2759771,2759047,2759571,2760012,2759246,2759568,2759998,2759692,2759484,2759954,2759828,2759714,2759495,2759695,2759279,2759475,2759060,2759354,2759217,2760121,2759541,2759446,2759968,2759440,2759822,2759885,2760063,2759014,2759523,2759304,2759103,2759285,2759061,2760112,2760141,2759397,2759888,2760028,2759887,2759985,2759082,2759951,2759281,2759594,2758927,2759386,2759651,2759484,2760007,2759336,2760019,2760112,2759396,2758914,2759555,2759995,2759662,2758957,2759381,2760137,2759068,2759694,2759017,2760076,2759012,2759479,2759147,2759297,2760008,2758982,2759380,2759370,2760096,2759577,2759969,2760070,2759874,2759127,2759653,2760007,2759195,2758920,2759219,2759623,2759021,2759449
100,2759027,2759966,2759986,2759010,2759866,2759548,2759744,2759382,2760119,2759505,2759171,2759754,2759305,2759274,2759805,2758953,2759119,2759250,2759270,2759766,2759859,2759320,2759137,2759868,2759548,2759877,2759051,2759983,2759926,2758949,2760065,2759483,2759939,2759601,2759399,2759958,2759901,2759843,2759435,2760093,2760042,2759772,2759107,2759783,2759539,2759861,2759612,2760084,2759911,2759568,2759600,2759891,2759870,2759946,2760008,2759064,2759435,2759300,2759209,2759022,2759913,2759381,2758961,2759140,2759381,2759918,2759781,2759109,2759492,2759804,2759179,2759072,2759034,2759816,2759636,2759365,2759280,2759119,2759382,2760064,2759790,2759688,2759641,2759634,2759679,2759556,2759800,2759881,2759525,2759296,2759285,2759695,2760094,2758924,2759340,2758964,2759441,2759222,2759788
101,2760084,2759477,2760118,2759651,2760089,2760070,2759894,2759714,2759966,2759738,2759478,2759648,2759102,2759875,2758951,2759775,2759701,2760008,2758926,2759494,2759564,2759584,2759017,2758961,2760135,2759016,2759382,2758952,2760143,2759304,2759598,2759842,2758915,2759757,2759180,2759919,2759092,2760059,2759834,2759309,2759536,2759245,2759146,2759571,2759715,2759198,2759343,2759638,2760039,2759485,2759177,2759987,2759029,2759389,2760124,2759977,2759824,2759594,2759461,2760143,2759435,2759566,2759479,2759440,2759993,2758985,2759342,2760113,2759391,2759553,2759029,2759182,2760042,2759887,2759053,2759574,2760018,2759921,2759745,2759245,2759759,2760104,2759908,2759493,2759780,2759047,2759356,2759346,2759776,2759835,2760094,2759658,2760106,2759915,2759598,2759100,2759027,2760086,2759148
102,2760044,2759618,2759298,2759062,2759298,2759226,2760133,2759302,2760004,2759885,2759987,2759794,2759271,2760129,2759953,2759209,2760006,2759978,2759210,2759767,2759362,2760085,2759817,2759861,2760104,2759847,2759449,2759598,2759616,2758944,2760121,2758959,2760106,2759128,2759010,2759378,2759396,2759213,2759231,2759022,2760094,2759556,2759689,2759226,2759735,2759464,2759346,2759401,2759028,2759166,2759483,2759572,2759628,2759891,2759984,2760100,2759732,2759875,2760039,2759973,2759625,2758942,2759060,2759081,2760100,2759568,2759558,2759824,2759222,2759705,2759766,2759919,2759021,2759913,2759629,2758915,2759340,2759178,2759702,2759140,2759870,2759930,2759799,2759585,2759879,2759315,2758951,2760009,2759115,2760137,2759475,2759788,2759092,2759473,2759698,2760029,2760129,2759355,2759589
103,2759691,2759280,2759868,2759533,2759919,2760064,2759369,2759356,2758921,2759297,2759136,2760087,2759852,2758986,2759321,2759467,2759805,2759559,2759265,2760006,2759289,2759969,2759118,2759967,2759691,2759479,2759781,2759855,2759682,2759047,2759212,2759054,2759036,2759213,2759210,2759060,2759252,2759735,2760043,2759123,2759004,2760121,2759108,2759115,2759146,2759572,2758920,2758989,2758952,2759931,2759522,2758990,2759714,2759157,2759485,2759980,2759799,2759974,2759866,2759358,2759647,2760091,2759667,2759922,2759823,2759703,2760038,2760066,2759239,2759295,2759882,2759931,2759000,2758983,2760125,2759485,2759391,2759986,2759690,2759536,2759540,2759779,2759438,2759578,2759790,2759246,2758971,2759698,2759053,2759465,2759199,2759797,2759394,2758958,2759195,2760137,2759208,2759683,2759782
104,2760013,2759076,2759660,2759185,2759024,2759380,2759559,2760063,2759202,2759745,2759458,2758960,2759563,2759531,2760007,2759069,2758945,2759647,2759625,2759027,2759268,2759380,2759370,2759123,2759345,2759167,2759903,2760021,2759514,2759977,2759586,2759586,2759866,2759389,2759114,2759358,2760054,2759545,2759897,2759835,2759706,2759134,2759012,2759995,2760133,2759695,2759641,2759060,2758986,2759155,2759386,2759126,2759946,2759198,2759027,2759315,2759062,2759505,2759047,2760133,2760040,2759232,2759761,2759491,2759931,2759108,2759970,2759693,2759146,2759883,2759118,2759489,2759570,2759961,2760005,2759480,2760021,2758981,2759338,2760075,2759842,2759157,2759539,2758937,2759369,2759807,2759465,2758978,2759108,2759112,2759953,2759049,2759649,2758985,2759890,2759152,2759601,2759296,2759022
105,2759783,2759171,2760111,2759267,2759322,2758962,2759302,2760069,2758922,2759163,2759658,2759432,2759594,2760123,2760136,2759137,2759772,2760046,2759986,2759127,2759790,2758941,2759890,2759824,2759017,2759277,2759545,2760066,2759881,2760065,2758972,2759272,2760109,2759645,2759978,2759820,2759202,2758914,2760063,2759466,2759236,2759127,2759048,2758955,2759619,2759496,2759803,2760072,2759148,2759967,2759772,2759995,2759328,2759278,2759735,2759511,2758983,2759828,2760007,2759297,2759315,2760120,2759013,2759289,2759501,2759762,2759559,2759796,2760142,2759337,2759357,2759012,2758946,2759295,2759015,2759715,2759061,2758964,2759590,2759550,2759641,2759109,2758961,2758955,2760007,2759075,2759955,2759536,2759438,2760089,2759636,2760006,2759684,2759450,2759182,2759571,2759554,2759328,2760033
106,2759133,2759135,2759771,2759566,2759632,2759045,2759615,2759838,2760051,2759732,2759824,2759988,2759652,2760014,2759153,2759298,2759225,2758951,2760000,2759076,2759303,2759371,2759396,2759545,2759974,2759553,2760032,2759044,2759727,2759599,2759935,2758932,2759336,2759548,2759836,2759881,2759664,2759245,2759337,2759518,2759062,2759278,2759988,2759856,2759361,2760046,2759911,2760008,2759554,2758947,2759031,2759505,2760104,2759477,2759029,2759458,2759694,2759595,2759346,2759643,2759094,2759140,2758936,2758937,2759189,2759339,2759939,2759014,2759248,2759114,2759500,2759764,2759766,2759772,2759371,2759176,2760086,2759091,2759450,2759518,2759088,2759140,2759543,2759340,2759136,2759243,2758917,2759372,2759440,2759147,2759476,2759360,2759173,2759663,2759153,2759371,2759107,2759828,2760055
107,2759937,2759351,2759608,2759667,2759577,2759951,2759741,2759484,2759992,2759813,2759491,2758971,2759607,2759115,2759785,2759646,2759599,2759810,2759209,2759817,2759881,2759781,2759152,2759553,2759476,2759793,2759226,2759736,2759435,2759260,2759039,2759012,2759446,2759267,2759202,2760122,2759595,2759490,2758953,2759021,2759836,2759624,2759531,2759598,2759656,2758930,2760022,2760060,2759529,2759233,2759722,2759734,2759185,2759102,2760007,2759625,2759164,2759873,2759828,2759898,2759155,2759265,2759359,2759347,2759545,2759564,2759372,2759689,2760140,2759865,2759353,2759634,2759857,2759890,2759286,2759995,2758978,2759330,2759661,2759194,2759332,2759295,2760092,2759545,2760021,2760016,2759125,2759637,2758985,2759286,2759792,2758973,2760058,2759796,2759846,2759609,2759979,2758989,2759054
108,2759734,2760090,2759808,2759012,2759570,2759243,2758968,2759837,2759918,2759759,2759249,2759119,2758935,2759199,2759113,2758928,2758923,2759382,2759505,2759683,2759901,2759634,2759094,2760130,2759373,2759526,2759907,2759775,2759723,2760051,2759215,2759094,2759585,2760119,2759636,2759046,2759578,2759387,2759309,2758931,2759028,2758983,2759028,2759336,2759484,2759571,2759365,2759294,2759357,2758946,2760081,2759500,2759623,2759031,2759954,2759662,2760062,2759307,2759628,2759048,2759022,2759309,2759087,2759193,2759921,2759970,2759467,2760104,2759225,2759246,2759389,2759974,2759949,2759925,2758986,2760006,2759093,2759286,2758928,2759368,2760071,2759926,2758914,2759182,2760123,2759598,2759804,2759462,2758930,2759390,2758926,2759464,2759593,2759879,2759166,2760080,2759566,2759781,2760079
109,2759757,2759433,2759870,2759200,2760104,2759269,2760004,2759724,2759646,2759635,2759506,2759213,2759528,2759339,2758945,2759477,2759303,2759887,2759115,2759898,2759336,2759236,2759576,2759620,2758964,2759296,2759485,2759984,2759225,2760056,2759871,2759438,2759658,2759188,2759658,2759221,2758949,2759007,2759689,2759187,2759561,2759916,2759289,2759148,2759201,2759102,2759793,2760070,2759592,2759794,2759766,2759602,2759792,2759516,2759732,2759051,2760089,2759286,2759783,2759859,2759378,2759607,2759851,2759479,2759751,2759816,2759296,2759160,2759394,2759577,2759879,2759755,2759941,2759968,2760104,2759904,2759923,2760070,2758917,2759075,2759810,2759661,2759976,2759250,2759893,2760000,2759715,2759076,2759664,2759790,2759097,2759302,2759926,2759545,2759216,2759195,2759819,2759664,2759284
110,2759076,2759727,2758989,2759456,2758963,2759396,2759362,2759273,2759690,2759977,2759507,2759623,2759173,2760037,2759495,2760133,2759353,2759985,2759783,2758979,2759118,2758980,2759046,2759722,2759941,2759205,2759013,2759987,2759578,2759365,2759708,2758999,2759649,2759113,2759265,2759283,2759805,2760006,2759908,2759595,2759302,2760127,2759451,2759018,2758970,2759568,2759302,2759838,2759100,2759957,2759550,2759816,2759674,2759437,2759398,2759632,2759778,2759296,2759767,2759838,2759601,2758977,2760001,2759862,2759637,2759155,2759972,2759826,2759933,2759305,2759914,2760080,2759954,2759362,2760131,2759478,2759891,2759238,2760071,2759274,2759853,2759888,2759564,2758976,2760128,2759198,2759694,2759502,2759957,2759693,2759349,2759564,2759858,2759990,2759222,2760016,2759696,2759359,2759820
111,2760055,2760039,2759075,2759158,2759163,2759858,2759702,2759243,2759225,2759741,2760053,2759706,2759568,2760143,2760052,2759103,2759206,2759490,2760092,2760132,2760099,2759293,2759116,2760078,2759600,2759067,2759884,2759302,2759205,2759911,2759556,2760100,2759980,2758939,2759913,2759235,2759272,2759505,2759243,2759722,2759718,2759689,2759338,2759061,2759461,2759344,2759435,2759757,2759783,2759126,2759122,2759191,2759147,2759703,2759146,2759901,2759389,2759581,2759201,2759883,2759563,2760037,2759883,2759688,2759574,2759977,2758971,2759449,2759887,2759732,2759092,2759198,2759705,2759330,2759644,2759926,2759649,2759699,2759999,2760005,2759820,2759311,2759846,2759354,2759485,2759819,2759527,2759060,2759848,2759391,2759957,2759092,2759161,2759711,2759245,2759870,2759168,2759794,2759862
